0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
-80.0,-1.8085423,-13.319983,-9.605314,-80.0,-18.834265,-13.146175,-11.646068,-16.287388,-80.0,-80.0,-80.0,-17.554876,-9.456177,-10.905867,-9.951784,-12.648942,-80.0,-80.0,-80.0,-80.0,-18.130238,-22.823694,-80.0,-80.0,-18.698593,-80.0,-80.0,-27.683067,-10.244888,-14.938972,-25.352684,-80.0,-80.0,-80.0,-80.0,-80.0,-12.370455,-80.0,-80.0,-23.45105,-15.655624,-80.0,-15.503753,-17.784134,-19.324215,-34.42907,-20.292313,-80.0,-80.0,-27.657488,-80.0,-80.0,-80.0,-80.0,-22.269999,-19.744915,-80.0,-80.0,-12.445247,-80.0,-80.0,-80.0,-80.0,0
-80.0,-3.18367,-80.0,-6.4256325,-25.085613,-12.669816,-10.520332,-9.713751,-13.842989,-19.409376,-80.0,-14.489871,-80.0,-80.0,-80.0,-80.0,-18.091143,-18.913746,-80.0,-80.0,-80.0,-80.0,-80.0,-12.02616,-11.538948,-80.0,-80.0,-20.59532,-80.0,-16.343416,-16.026619,-19.747597,-80.0,-80.0,-19.40447,-22.888063,-80.0,-80.0,-80.0,-15.253084,-80.0,-80.0,-80.0,-13.622681,-15.480581,-18.325428,-25.283195,-13.530231,-80.0,-80.0,-80.0,-16.61114,-80.0,-80.0,-18.828257,-21.70196,-80.0,-16.865492,-12.710884,-21.737663,-80.0,-14.720053,-17.666487,-80.0,0
-80.0,-1.2987499,-80.0,-80.0,-80.0,-80.0,-12.090646,-13.671216,-80.0,-18.272408,-80.0,-12.793342,-9.7420845,-11.880679,-80.0,-13.843774,-80.0,-80.0,-15.239385,-80.0,-80.0,-80.0,-80.0,-80.0,-16.7943,-12.590393,-14.458139,-12.17944,-80.0,-80.0,-24.109924,-22.437809,-80.0,-19.229206,-80.0,-80.0,-80.0,-18.584114,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-16.29275,-14.353212,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-32.701904,-80.0,-80.0,-15.286996,-80.0,-80.0,0
-80.0,-1.2289581,-11.178375,-7.921961,-13.836681,-80.0,-80.0,-12.832563,-13.127284,-16.78341,-80.0,-80.0,-14.067836,-16.529842,-11.76853,-16.815248,-80.0,-11.640458,-19.328056,-80.0,-19.528046,-16.121176,-80.0,-80.0,-80.0,-80.0,-80.0,-15.95108,-80.0,-10.923909,-10.674711,-13.150113,-16.914337,-16.36386,-80.0,-80.0,-80.0,-28.568005,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-29.657244,-80.0,-80.0,-20.853498,-80.0,-80.0,-16.82853,-20.761442,-80.0,-80.0,-80.0,-14.915994,-80.0,-16.795654,-15.017264,-16.089981,-27.506124,-80.0,-80.0,-14.989172,0
-80.0,-2.3736324,-7.5365753,-9.449245,-11.205364,-11.944433,-80.0,-17.205666,-80.0,-12.636534,-16.219227,-13.41646,-15.954465,-12.302018,-17.738544,-80.0,-80.0,-80.0,-19.679218,-80.0,-80.0,-80.0,-80.0,-14.191634,-80.0,-17.801092,-22.071663,-15.682835,-19.416573,-19.291348,-80.0,-22.916956,-17.851007,-21.819202,-80.0,-80.0,-80.0,-12.34129,-15.220016,-24.999802,-80.0,-13.854648,-20.42225,-23.426056,-80.0,-80.0,-80.0,-80.0,-80.0,-19.418207,-16.241688,-13.082909,-16.834461,-24.8756,-80.0,-23.582838,-19.902824,-80.0,-80.0,-80.0,-80.0,-18.05986,-21.048185,-22.0888,0
-80.0,-2.232521,-80.0,-8.961169,-8.60483,-80.0,-80.0,-80.0,-80.0,-16.733644,-23.668413,-80.0,-80.0,-10.913912,-80.0,-80.0,-80.0,-80.0,-20.81165,-80.0,-80.0,-80.0,-24.906927,-80.0,-80.0,-80.0,-80.0,-80.0,-12.527145,-9.950041,-10.768764,-10.483596,-14.411477,-80.0,-28.568752,-80.0,-19.046104,-21.939713,-80.0,-80.0,-80.0,-18.415585,-15.422863,-22.51674,-80.0,-80.0,-15.1171055,-15.339942,-80.0,-80.0,-80.0,-14.21992,-16.538853,-80.0,-80.0,-26.086403,-19.569983,-80.0,-80.0,-12.412742,-11.442049,-80.0,-80.0,-23.60613,0
-80.0,-1.5351524,-80.0,-6.837591,-80.0,-80.0,-14.311741,-80.0,-80.0,-28.428213,-19.415422,-80.0,-80.0,-80.0,-80.0,-80.0,-17.116003,-16.090229,-12.910572,-9.353223,-9.538899,-18.162785,-80.0,-80.0,-80.0,-14.54113,-80.0,-80.0,-80.0,-80.0,-24.563828,-15.258487,-80.0,-80.0,-80.0,-15.685294,-80.0,-19.388218,-14.022616,-11.806388,-10.877464,-80.0,-80.0,-16.37328,-80.0,-80.0,-14.408248,-17.787075,-80.0,-80.0,-13.999904,-15.363887,-80.0,-80.0,-80.0,-80.0,-17.021236,-12.242409,-18.12484,-80.0,-12.107743,-19.28813,-80.0,-15.270863,0
-80.0,-2.1155663,-11.465201,-9.005894,-17.769304,-16.426924,-80.0,-80.0,-80.0,-15.881762,-80.0,-80.0,-80.0,-80.0,-22.915916,-16.734764,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-18.370632,-18.900593,-24.561613,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-34.19098,-16.371239,-18.510681,-17.520681,-16.052542,-19.369442,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-48.598286,-80.0,-18.583706,-16.181889,-23.930895,-80.0,-27.505993,-80.0,-80.0,-80.0,-23.391811,-80.0,-80.0,0
-80.0,-1.5768776,-13.177013,-7.19928,-14.326811,-11.678209,-80.0,-80.0,-80.0,-80.0,-80.0,-14.388401,-80.0,-80.0,-80.0,-16.896858,-80.0,-15.2614765,-13.998108,-80.0,-16.11687,-9.066563,-22.515503,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-16.884863,-13.543132,-80.0,-80.0,-80.0,-80.0,-80.0,-17.307983,-19.392097,-80.0,-14.685216,-11.185225,-80.0,-18.092472,-24.399635,-17.09072,-80.0,-16.482285,-22.481665,-80.0,-80.0,-19.086609,-14.3117895,-80.0,-80.0,-80.0,-80.0,-80.0,-22.3386,-16.730556,-80.0,-25.93215,-14.541675,-30.24469,0
-80.0,-0.6565399,-80.0,-4.3632107,-80.0,-9.080328,-12.679494,-80.0,-13.179966,-80.0,-17.383265,-8.040684,-80.0,-80.0,-18.49172,-22.422407,-9.892903,-11.434904,-80.0,-22.049437,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.628876,-16.856213,-80.0,-80.0,-17.132004,-14.916203,-80.0,-23.804367,-14.147373,-80.0,-80.0,-19.735611,-24.676079,-80.0,-19.307032,-20.497871,-80.0,-24.286165,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-28.734505,-80.0,-80.0,-80.0,0
-80.0,-2.3652096,-9.41799,-9.848328,-8.921929,-14.20764,-80.0,-80.0,-13.919672,-21.239187,-8.72499,-11.059874,-80.0,-80.0,-20.678179,-15.740123,-14.16032,-80.0,-15.514959,-10.587757,-9.808195,-80.0,-80.0,-14.212696,-15.8426,-80.0,-19.513575,-19.830374,-80.0,-80.0,-14.668062,-17.445469,-80.0,-80.0,-80.0,-15.410308,-80.0,-14.652863,-80.0,-15.4007435,-21.048115,-80.0,-80.0,-80.0,-80.0,-28.497204,-80.0,-19.49045,-80.0,-11.09846,-15.846634,-80.0,-80.0,-17.420341,-24.089167,-21.03958,-80.0,-20.786547,-18.64969,-21.68446,-18.618483,-80.0,-80.0,-22.014431,0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0
-80.0,-0.92622375,-8.327238,-10.342452,-20.511889,-10.068119,-16.097214,-13.554454,-80.0,-15.973822,-80.0,-80.0,-80.0,-17.026543,-22.645128,-13.850661,-80.0,-80.0,-21.325281,-80.0,-12.183213,-10.5423355,-14.624697,-13.163514,-80.0,-80.0,-80.0,-80.0,-80.0,-12.98206,-29.274815,-80.0,-80.0,-80.0,-80.0,-15.432691,-80.0,-80.0,-80.0,-80.0,-80.0,-14.613048,-14.691388,-11.380154,-21.589094,-16.205048,-18.210213,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.887945,-80.0,-20.497108,-16.800358,-80.0,-80.0,-19.654608,0
-80.0,-1.1711788,-6.9383774,-7.441785,-10.542409,-12.607824,-14.489582,-17.094599,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-22.185715,-21.909935,-80.0,-25.357582,-21.8565,-16.541939,-18.684116,-18.796314,-80.0,-80.0,-80.0,-17.393091,-13.236278,-15.104941,-19.719198,-23.663935,-20.215832,-17.898563,-15.466015,-16.906124,-80.0,-80.0,-22.583368,-20.147478,-30.655945,-80.0,-80.0,-80.0,-80.0,-25.112562,-17.507326,-18.563639,-80.0,-80.0,-21.615948,-27.713217,-80.0,-80.0,-26.975746,-80.0,-80.0,-80.0,-26.627523,0
-80.0,-1.1429443,-80.0,-5.685154,-80.0,-80.0,-17.307417,-12.344588,-80.0,-14.424829,-80.0,-80.0,-80.0,-80.0,-80.0,-24.076672,-13.109251,-10.921293,-15.172291,-22.239277,-26.981236,-80.0,-11.770308,-13.036484,-22.310352,-80.0,-80.0,-80.0,-80.0,-80.0,-16.976706,-80.0,-80.0,-13.551676,-12.471251,-13.0840025,-12.937017,-15.576398,-80.0,-80.0,-15.20475,-80.0,-80.0,-16.570618,-80.0,-80.0,-18.418919,-13.177791,-80.0,-80.0,-22.075567,-14.284705,-80.0,-80.0,-16.77026,-80.0,-80.0,-15.624247,-34.28573,-80.0,-14.5584755,-17.634874,-80.0,-19.130363,0
-80.0,-3.3956242,-7.8671846,-4.910553,-17.186932,-11.541469,-80.0,-80.0,-19.106564,-15.927065,-80.0,-80.0,-80.0,-23.429787,-20.47834,-12.697179,-80.0,-80.0,-80.0,-15.820546,-80.0,-19.942911,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-16.641811,-21.938576,-21.302837,-80.0,-80.0,-80.0,-15.130529,-80.0,-80.0,-80.0,-15.229522,-14.971754,-18.97877,-14.923778,-12.23926,-17.581236,-14.693619,-18.038225,-14.90813,-21.931135,-80.0,-16.868301,-13.178136,-80.0,-21.781977,-80.0,-80.0,-21.333347,-16.652847,-80.0,-21.29574,-19.895157,-80.0,-80.0,-19.606308,0
-80.0,-1.4747906,-11.404469,-7.331539,-11.7726555,-10.916067,-80.0,-80.0,-80.0,-80.0,-80.0,-15.614662,-25.947008,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-10.286862,-13.211515,-80.0,-80.0,-80.0,-80.0,-20.947674,-20.226847,-10.684458,-80.0,-27.964842,-80.0,-80.0,-18.766434,-21.252853,-80.0,-80.0,-80.0,-26.226902,-80.0,-80.0,-80.0,-40.126484,-16.616205,-13.978552,-80.0,-16.797869,-80.0,-18.866894,-20.1628,-80.0,-80.0,-14.488504,-80.0,-80.0,-15.9131775,-17.09661,-80.0,-80.0,-15.218857,-24.85409,-80.0,-18.42971,-18.555248,-80.0,0
-80.0,-2.5795422,-7.288912,-7.63857,-80.0,-10.25621,-80.0,-14.337968,-21.159985,-13.222586,-12.733945,-10.0379925,-10.46908,-10.751405,-12.401773,-12.953567,-13.8543215,-14.172117,-80.0,-27.256264,-80.0,-24.382582,-80.0,-16.264858,-19.09584,-80.0,-80.0,-28.655832,-80.0,-26.172134,-80.0,-80.0,-80.0,-80.0,-80.0,-14.826988,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-22.950699,-16.02348,-15.338359,-18.461802,-14.271859,-80.0,-26.130064,-18.513784,-17.55117,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-26.582767,-80.0,-17.658953,-80.0,-80.0,0
